tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,stages,jpg_url,p1_dog-breed,p1_conf,p1_dog,p2_dog-breed,p2_conf,p2_dog,p3_dog-breed,p3_conf,p3_dog,retweet_count,favorite_count,followers_count,retweeted
873213775632977920,2017-06-09 16:22:42 +0000,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,10.0,Sierra,Pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,1330.0,6317.0,9300828.0,False
871762521631449091,2017-06-05 16:15:56 +0000,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12.0,10.0,Rover,Pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,2969.0,17882.0,9300828.0,False
871515927908634625,2017-06-04 23:56:03 +0000,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12.0,10.0,Napolean,Doggo,,,,,,,,,,,2939.0,17887.0,9300828.0,False
869596645499047938,2017-05-30 16:49:31 +0000,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12.0,10.0,Scout,Doggo,,,,,,,,,,,2636.0,14195.0,9300828.0,False
867421006826221569,2017-05-24 16:44:18 +0000,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12.0,10.0,Shikha,Puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True,2113.0,14345.0,9300828.0,False
866450705531457537,2017-05-22 00:28:40 +0000,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr","https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13.0,10.0,Jamesy,Pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True,30185.0,108871.0,9300828.0,False
850019790995546112,2017-04-06 16:18:05 +0000,Twitter for iPhone,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",12.0,10.0,Boomer,Pupper,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.0523353,True,4375.0,18793.0,9300828.0,False
846514051647705089,2017-03-28 00:07:32 +0000,Twitter for iPhone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",13.0,10.0,Barney,Doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,golden_retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk_terrier,0.0529553,True,10393.0,41235.0,9300828.0,False
845397057150107648,2017-03-24 22:08:59 +0000,Twitter for iPhone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o","https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",13.0,10.0,Mimosa,Doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,Dandie_Dinmont,0.394404,True,Maltese_dog,0.1865369999999999,True,West_Highland_white_terrier,0.1819849999999999,True,1622.0,7082.0,9301222.0,False
845306882940190720,2017-03-24 16:10:40 +0000,Twitter for iPhone,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,https://twitter.com/dog_rates/status/845306882940190720/photo/1,12.0,10.0,Pickles,Pupper,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,Irish_water_spaniel,0.567475,True,Labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True,4867.0,21636.0,9301199.0,False
837110210464448512,2017-03-02 01:20:01 +0000,Twitter for iPhone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,https://twitter.com/dog_rates/status/837110210464448512/photo/1,13.0,10.0,Clark,Pupper,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,Siberian_husky,0.767696,True,Eskimo_dog,0.217079,True,malamute,0.0116568,True,2182.0,15075.0,9300766.0,False
836753516572119041,2017-03-01 01:42:39 +0000,Twitter for iPhone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,https://twitter.com/dog_rates/status/836753516572119041/photo/1,12.0,10.0,Meera,Doggo,,,,,,,,,,,4270.0,18154.0,9300766.0,False
836380477523124226,2017-02-28 01:00:19 +0000,Twitter for iPhone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",https://twitter.com/dog_rates/status/836380477523124226/photo/1,12.0,10.0,Ava,Pupper,,,,,,,,,,,2747.0,13920.0,9300766.0,False
833124694597443584,2017-02-19 01:23:00 +0000,Twitter for iPhone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,"https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1",12.0,10.0,Gidget,Pupper,,,,,,,,,,,4448.0,19008.0,9300766.0,False
832998151111966721,2017-02-18 17:00:10 +0000,Twitter for iPhone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0","https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",13.0,10.0,Rhino,Doggo,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,boxer,0.539036,True,French_bulldog,0.317617,True,bull_mastiff,0.0939285,True,2021.0,12451.0,9300766.0,False
832273440279240704,2017-02-16 17:00:25 +0000,Twitter for iPhone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,14.0,10.0,Smiley,Doggo,,,,,,,,,,,2149.0,10664.0,9300766.0,False
832032802820481025,2017-02-16 01:04:13 +0000,Twitter for iPhone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M","https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",12.0,10.0,Miguel,Doggo,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,whippet,0.601712,True,Ibizan_hound,0.152662,True,Italian_greyhound,0.135055,True,4306.0,16793.0,9300766.0,False
831939777352105988,2017-02-15 18:54:34 +0000,Twitter for iPhone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,12.0,10.0,Emanuel,Doggo,,,,,,,,,,,5662.0,22497.0,9300766.0,False
831322785565769729,2017-02-14 02:02:51 +0000,Twitter for iPhone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,12.0,10.0,Pete,Doggo,,,,,,,,,,,1447.0,8755.0,9300767.0,False
829374341691346946,2017-02-08 17:00:26 +0000,Twitter for iPhone,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,"https://twitter.com/dog_rates/status/829374341691346946/photo/1,https://twitter.com/dog_rates/status/829374341691346946/photo/1",13.0,10.0,Astrid,Doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,Staffordshire_bullterrier,0.757547,True,American_Staffordshire_terrier,0.14995,True,Chesapeake_Bay_retriever,0.0475226999999999,True,,,,
828381636999917570,2017-02-05 23:15:47 +0000,Twitter for iPhone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,14.0,10.0,Doobert,Doggo,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,Bedlington_terrier,0.3925349999999999,True,Labrador_retriever,0.0890217,True,clumber,0.0817998,True,2060.0,11878.0,9300767.0,False
827933404142436356,2017-02-04 17:34:40 +0000,Twitter for iPhone,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,"https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1",12.0,10.0,Kona,Pupper,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,German_shepherd,0.8061149999999999,True,Tibetan_mastiff,0.104831,True,kelpie,0.0381482,True,4837.0,18863.0,9300767.0,False
826958653328592898,2017-02-02 01:01:21 +0000,Twitter for iPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,12.0,10.0,Loki,Doggo,,,,,,,,,,,4610.0,20322.0,9300767.0,False
826848821049180160,2017-02-01 17:44:55 +0000,Twitter for iPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",13.0,10.0,Cupid,Doggo,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,Great_Pyrenees,0.858764,True,golden_retriever,0.0235257,True,Pekinese,0.0171039,True,9344.0,34050.0,9300767.0,False
826476773533745153,2017-01-31 17:06:32 +0000,Twitter for iPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,12.0,10.0,Pilot,Doggo,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,German_shepherd,0.7418600000000001,True,Tibetan_mastiff,0.1228119999999999,True,kelpie,0.10046,True,3892.0,17371.0,9300767.0,False
825026590719483904,2017-01-27 17:04:02 +0000,Twitter for iPhone,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc","https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12.0,10.0,Pablo,Puppo,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,Eskimo_dog,0.524454,True,Siberian_husky,0.467678,True,malamute,0.00497584,True,1166.0,5908.0,9300767.0,False
822462944365645825,2017-01-20 15:17:01 +0000,Twitter for iPhone,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO","https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1,https://twitter.com/dog_rates/status/822462944365645825/photo/1",14.0,10.0,Gabe,Pupper,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,Pomeranian,0.960199,True,Samoyed,0.0230563,True,Maltese_dog,0.00894488,True,13145.0,26303.0,9300767.0,False
821765923262631936,2017-01-18 17:07:18 +0000,Twitter for iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13.0,10.0,Duchess,Doggo,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,golden_retriever,0.980071,True,Labrador_retriever,0.00875751,True,Saluki,0.00180595,True,1556.0,7902.0,9300767.0,False
821407182352777218,2017-01-17 17:21:47 +0000,Twitter for iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,14.0,10.0,Sundance,Doggo,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,Irish_setter,0.5054960000000001,True,vizsla,0.168747,True,Chesapeake_Bay_retriever,0.111311,True,3994.0,11102.0,9300767.0,False
819952236453363712,2017-01-13 17:00:21 +0000,Twitter for iPhone,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb","https://www.gofundme.com/servicedogoliver,https://twitter.com/dog_rates/status/819952236453363712/photo/1",13.0,10.0,Oliver,Puppo,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,American_Staffordshire_terrier,0.925505,True,Staffordshire_bullterrier,0.0362215,True,Italian_greyhound,0.0204119,True,1082.0,5016.0,9300767.0,False
819006400881917954,2017-01-11 02:21:57 +0000,Twitter for iPhone,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,"https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1",14.0,10.0,Sunny,Doggo,,,,,,,,,,,17793.0,43033.0,9300767.0,False
819004803107983360,2017-01-11 02:15:36 +0000,Twitter for iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",14.0,10.0,Bo,Doggo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,34533.0,82672.0,9300767.0,False
817777686764523521,2017-01-07 16:59:28 +0000,Twitter for iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://twitter.com/dog_rates/status/817777686764523521/video/1,13.0,10.0,Dido,Multiple_stages,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,curly-coated_retriever,0.733256,True,flat-coated_retriever,0.2141449999999999,True,Irish_water_spaniel,0.029769,True,2521.0,10222.0,9300767.0,False
814986499976527872,2016-12-31 00:08:17 +0000,Twitter for iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,https://twitter.com/dog_rates/status/814986499976527872/photo/1,11.0,10.0,Cooper,Pupper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,dalmatian,0.999828,True,boxer,6.78061e-05,True,American_Staffordshire_terrier,3.42436e-05,True,1185.0,7254.0,9300767.0,False
813910438903693312,2016-12-28 00:52:25 +0000,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://twitter.com/dog_rates/status/813910438903693312/photo/1,11.0,10.0,Chubbs,Doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,Siberian_husky,0.6993550000000001,True,Eskimo_dog,0.2564329999999999,True,Norwegian_elkhound,0.0131888,True,1730.0,8854.0,9300768.0,False
813096984823349248,2016-12-25 19:00:02 +0000,Twitter for iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,https://twitter.com/dog_rates/status/813096984823349248/photo/1,11.0,10.0,Rocky,Doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,Great_Dane,0.128056,True,Boston_bull,0.117003,True,kelpie,0.0869643,True,3385.0,10029.0,9300767.0,False
811386762094317568,2016-12-21 01:44:13 +0000,Twitter for iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,https://twitter.com/dog_rates/status/811386762094317568/photo/1,11.0,10.0,Craig,Pupper,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,Pembroke,0.804177,True,Cardigan,0.18989,True,beagle,0.00196475,True,5979.0,19849.0,9301224.0,False
807621403335917568,2016-12-10 16:22:02 +0000,Twitter for iPhone,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,"https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1",14.0,10.0,Ollie,Pupper,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,golden_retriever,0.873233,True,cocker_spaniel,0.0336933,True,chow,0.0204084,True,3387.0,13851.0,9300768.0,False
803773340896923648,2016-11-30 01:31:12 +0000,Twitter for iPhone,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,"https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1",12.0,10.0,Diogi,Puppo,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,miniature_pinscher,0.817066,True,redbone,0.0597065,True,Irish_terrier,0.0341952,True,2586.0,9559.0,9300768.0,False
802239329049477120,2016-11-25 19:55:35 +0000,Twitter for iPhone,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,"https://twitter.com/dog_rates/status/802239329049477120/photo/1,https://twitter.com/dog_rates/status/802239329049477120/photo/1",12.0,10.0,Loki,Puppo,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,Eskimo_dog,0.482498,True,Siberian_husky,0.3357739999999999,True,malamute,0.134589,True,2459.0,8644.0,9300768.0,False
801115127852503040,2016-11-22 17:28:25 +0000,Twitter for iPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",12.0,10.0,Bones,Multiple_stages,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,True,English_setter,0.0946018999999999,True,bluetick,0.0219534,True,1985.0,7676.0,9300769.0,False
800388270626521089,2016-11-20 17:20:08 +0000,Twitter for iPhone,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,"https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1",12.0,10.0,Doc,Floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,golden_retriever,0.35986,True,Pembroke,0.194207,True,collie,0.154603,True,2636.0,10617.0,9300769.0,False
